"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/02/2023 19:00:00 - 25/02/2023 20:00:00","BZN|SE3","Without Sequence","36.03","",""
"25/02/2023 20:00:00 - 25/02/2023 21:00:00","BZN|SE3","Without Sequence","31.40","",""
"25/02/2023 21:00:00 - 25/02/2023 22:00:00","BZN|SE3","Without Sequence","29.96","",""
"25/02/2023 22:00:00 - 25/02/2023 23:00:00","BZN|SE3","Without Sequence","29.44","",""
"25/02/2023 23:00:00 - 26/02/2023 00:00:00","BZN|SE3","Without Sequence","29.35","",""
"26/02/2023 00:00:00 - 26/02/2023 01:00:00","BZN|SE3","Without Sequence","32.33","",""
"26/02/2023 01:00:00 - 26/02/2023 02:00:00","BZN|SE3","Without Sequence","33.53","",""
"26/02/2023 02:00:00 - 26/02/2023 03:00:00","BZN|SE3","Without Sequence","35.08","",""
"26/02/2023 03:00:00 - 26/02/2023 04:00:00","BZN|SE3","Without Sequence","35.49","",""
"26/02/2023 04:00:00 - 26/02/2023 05:00:00","BZN|SE3","Without Sequence","35.98","",""
"26/02/2023 05:00:00 - 26/02/2023 06:00:00","BZN|SE3","Without Sequence","40.06","",""
"26/02/2023 06:00:00 - 26/02/2023 07:00:00","BZN|SE3","Without Sequence","49.88","",""
"26/02/2023 07:00:00 - 26/02/2023 08:00:00","BZN|SE3","Without Sequence","61.43","",""
"26/02/2023 08:00:00 - 26/02/2023 09:00:00","BZN|SE3","Without Sequence","99.94","",""
"26/02/2023 09:00:00 - 26/02/2023 10:00:00","BZN|SE3","Without Sequence","92.87","",""
"26/02/2023 10:00:00 - 26/02/2023 11:00:00","BZN|SE3","Without Sequence","97.34","",""
"26/02/2023 11:00:00 - 26/02/2023 12:00:00","BZN|SE3","Without Sequence","92.94","",""
"26/02/2023 12:00:00 - 26/02/2023 13:00:00","BZN|SE3","Without Sequence","84.44","",""
"26/02/2023 13:00:00 - 26/02/2023 14:00:00","BZN|SE3","Without Sequence","55.00","",""
"26/02/2023 14:00:00 - 26/02/2023 15:00:00","BZN|SE3","Without Sequence","54.59","",""
"26/02/2023 15:00:00 - 26/02/2023 16:00:00","BZN|SE3","Without Sequence","85.04","",""
"26/02/2023 16:00:00 - 26/02/2023 17:00:00","BZN|SE3","Without Sequence","98.92","",""
"26/02/2023 17:00:00 - 26/02/2023 18:00:00","BZN|SE3","Without Sequence","114.04","",""
"26/02/2023 18:00:00 - 26/02/2023 19:00:00","BZN|SE3","Without Sequence","139.07","",""
"26/02/2023 19:00:00 - 26/02/2023 20:00:00","BZN|SE3","Without Sequence","118.91","",""
"26/02/2023 20:00:00 - 26/02/2023 21:00:00","BZN|SE3","Without Sequence","113.79","",""
"26/02/2023 21:00:00 - 26/02/2023 22:00:00","BZN|SE3","Without Sequence","110.02","",""
"26/02/2023 22:00:00 - 26/02/2023 23:00:00","BZN|SE3","Without Sequence","96.27","",""
"26/02/2023 23:00:00 - 27/02/2023 00:00:00","BZN|SE3","Without Sequence","63.96","",""
"27/02/2023 00:00:00 - 27/02/2023 01:00:00","BZN|SE3","Without Sequence","65.93","",""
"27/02/2023 01:00:00 - 27/02/2023 02:00:00","BZN|SE3","Without Sequence","66.32","",""
"27/02/2023 02:00:00 - 27/02/2023 03:00:00","BZN|SE3","Without Sequence","65.01","",""
"27/02/2023 03:00:00 - 27/02/2023 04:00:00","BZN|SE3","Without Sequence","72.70","",""
"27/02/2023 04:00:00 - 27/02/2023 05:00:00","BZN|SE3","Without Sequence","93.72","",""
"27/02/2023 05:00:00 - 27/02/2023 06:00:00","BZN|SE3","Without Sequence","109.86","",""
"27/02/2023 06:00:00 - 27/02/2023 07:00:00","BZN|SE3","Without Sequence","112.73","",""
"27/02/2023 07:00:00 - 27/02/2023 08:00:00","BZN|SE3","Without Sequence","134.23","",""
"27/02/2023 08:00:00 - 27/02/2023 09:00:00","BZN|SE3","Without Sequence","180.00","",""
"27/02/2023 09:00:00 - 27/02/2023 10:00:00","BZN|SE3","Without Sequence","118.27","",""
"27/02/2023 10:00:00 - 27/02/2023 11:00:00","BZN|SE3","Without Sequence","115.20","",""
"27/02/2023 11:00:00 - 27/02/2023 12:00:00","BZN|SE3","Without Sequence","111.99","",""
"27/02/2023 12:00:00 - 27/02/2023 13:00:00","BZN|SE3","Without Sequence","108.77","",""
"27/02/2023 13:00:00 - 27/02/2023 14:00:00","BZN|SE3","Without Sequence","104.35","",""
"27/02/2023 14:00:00 - 27/02/2023 15:00:00","BZN|SE3","Without Sequence","61.68","",""
"27/02/2023 15:00:00 - 27/02/2023 16:00:00","BZN|SE3","Without Sequence","63.90","",""
"27/02/2023 16:00:00 - 27/02/2023 17:00:00","BZN|SE3","Without Sequence","62.94","",""
"27/02/2023 17:00:00 - 27/02/2023 18:00:00","BZN|SE3","Without Sequence","79.92","",""
"27/02/2023 18:00:00 - 27/02/2023 19:00:00","BZN|SE3","Without Sequence","89.99","",""
"27/02/2023 19:00:00 - 27/02/2023 20:00:00","BZN|SE3","Without Sequence","59.96","",""
"27/02/2023 20:00:00 - 27/02/2023 21:00:00","BZN|SE3","Without Sequence","26.95","",""
"27/02/2023 21:00:00 - 27/02/2023 22:00:00","BZN|SE3","Without Sequence","26.29","",""
"27/02/2023 22:00:00 - 27/02/2023 23:00:00","BZN|SE3","Without Sequence","23.88","",""
"27/02/2023 23:00:00 - 28/02/2023 00:00:00","BZN|SE3","Without Sequence","23.10","",""
"28/02/2023 00:00:00 - 28/02/2023 01:00:00","BZN|SE3","Without Sequence","22.14","",""
"28/02/2023 01:00:00 - 28/02/2023 02:00:00","BZN|SE3","Without Sequence","22.50","",""
"28/02/2023 02:00:00 - 28/02/2023 03:00:00","BZN|SE3","Without Sequence","23.07","",""
"28/02/2023 03:00:00 - 28/02/2023 04:00:00","BZN|SE3","Without Sequence","23.47","",""
"28/02/2023 04:00:00 - 28/02/2023 05:00:00","BZN|SE3","Without Sequence","26.43","",""
"28/02/2023 05:00:00 - 28/02/2023 06:00:00","BZN|SE3","Without Sequence","28.47","",""
"28/02/2023 06:00:00 - 28/02/2023 07:00:00","BZN|SE3","Without Sequence","29.20","",""
"28/02/2023 07:00:00 - 28/02/2023 08:00:00","BZN|SE3","Without Sequence","116.01","",""
"28/02/2023 08:00:00 - 28/02/2023 09:00:00","BZN|SE3","Without Sequence","117.59","",""
"28/02/2023 09:00:00 - 28/02/2023 10:00:00","BZN|SE3","Without Sequence","68.10","",""
"28/02/2023 10:00:00 - 28/02/2023 11:00:00","BZN|SE3","Without Sequence","57.73","",""
"28/02/2023 11:00:00 - 28/02/2023 12:00:00","BZN|SE3","Without Sequence","50.20","",""
"28/02/2023 12:00:00 - 28/02/2023 13:00:00","BZN|SE3","Without Sequence","35.94","",""
"28/02/2023 13:00:00 - 28/02/2023 14:00:00","BZN|SE3","Without Sequence","29.74","",""
"28/02/2023 14:00:00 - 28/02/2023 15:00:00","BZN|SE3","Without Sequence","29.00","",""
"28/02/2023 15:00:00 - 28/02/2023 16:00:00","BZN|SE3","Without Sequence","39.73","",""
"28/02/2023 16:00:00 - 28/02/2023 17:00:00","BZN|SE3","Without Sequence","49.67","",""
"28/02/2023 17:00:00 - 28/02/2023 18:00:00","BZN|SE3","Without Sequence","79.93","",""
"28/02/2023 18:00:00 - 28/02/2023 19:00:00","BZN|SE3","Without Sequence","80.00","",""
"28/02/2023 19:00:00 - 28/02/2023 20:00:00","BZN|SE3","Without Sequence","59.59","",""
"28/02/2023 20:00:00 - 28/02/2023 21:00:00","BZN|SE3","Without Sequence","29.03","",""
"28/02/2023 21:00:00 - 28/02/2023 22:00:00","BZN|SE3","Without Sequence","28.69","",""
"28/02/2023 22:00:00 - 28/02/2023 23:00:00","BZN|SE3","Without Sequence","27.61","",""
"28/02/2023 23:00:00 - 01/03/2023 00:00:00","BZN|SE3","Without Sequence","25.07","",""
"01/03/2023 00:00:00 - 01/03/2023 01:00:00","BZN|SE3","Without Sequence","26.91","",""
"01/03/2023 01:00:00 - 01/03/2023 02:00:00","BZN|SE3","Without Sequence","25.47","",""
"01/03/2023 02:00:00 - 01/03/2023 03:00:00","BZN|SE3","Without Sequence","25.54","",""
"01/03/2023 03:00:00 - 01/03/2023 04:00:00","BZN|SE3","Without Sequence","26.01","",""
"01/03/2023 04:00:00 - 01/03/2023 05:00:00","BZN|SE3","Without Sequence","28.04","",""
"01/03/2023 05:00:00 - 01/03/2023 06:00:00","BZN|SE3","Without Sequence","36.02","",""
"01/03/2023 06:00:00 - 01/03/2023 07:00:00","BZN|SE3","Without Sequence","108.33","",""
"01/03/2023 07:00:00 - 01/03/2023 08:00:00","BZN|SE3","Without Sequence","150.06","",""
"01/03/2023 08:00:00 - 01/03/2023 09:00:00","BZN|SE3","Without Sequence","180.07","",""
"01/03/2023 09:00:00 - 01/03/2023 10:00:00","BZN|SE3","Without Sequence","143.00","",""
"01/03/2023 10:00:00 - 01/03/2023 11:00:00","BZN|SE3","Without Sequence","117.88","",""
"01/03/2023 11:00:00 - 01/03/2023 12:00:00","BZN|SE3","Without Sequence","115.04","",""
"01/03/2023 12:00:00 - 01/03/2023 13:00:00","BZN|SE3","Without Sequence","112.20","",""
"01/03/2023 13:00:00 - 01/03/2023 14:00:00","BZN|SE3","Without Sequence","110.81","",""
"01/03/2023 14:00:00 - 01/03/2023 15:00:00","BZN|SE3","Without Sequence","111.81","",""
"01/03/2023 15:00:00 - 01/03/2023 16:00:00","BZN|SE3","Without Sequence","114.13","",""
"01/03/2023 16:00:00 - 01/03/2023 17:00:00","BZN|SE3","Without Sequence","115.26","",""
"01/03/2023 17:00:00 - 01/03/2023 18:00:00","BZN|SE3","Without Sequence","117.20","",""
"01/03/2023 18:00:00 - 01/03/2023 19:00:00","BZN|SE3","Without Sequence","117.08","",""
"01/03/2023 19:00:00 - 01/03/2023 20:00:00","BZN|SE3","Without Sequence","71.10","",""
"01/03/2023 20:00:00 - 01/03/2023 21:00:00","BZN|SE3","Without Sequence","31.44","",""
"01/03/2023 21:00:00 - 01/03/2023 22:00:00","BZN|SE3","Without Sequence","27.11","",""
"01/03/2023 22:00:00 - 01/03/2023 23:00:00","BZN|SE3","Without Sequence","22.74","",""
"01/03/2023 23:00:00 - 02/03/2023 00:00:00","BZN|SE3","Without Sequence","21.27","",""
"02/03/2023 00:00:00 - 02/03/2023 01:00:00","BZN|SE3","Without Sequence","16.86","",""
"02/03/2023 01:00:00 - 02/03/2023 02:00:00","BZN|SE3","Without Sequence","12.89","",""
"02/03/2023 02:00:00 - 02/03/2023 03:00:00","BZN|SE3","Without Sequence","10.46","",""
"02/03/2023 03:00:00 - 02/03/2023 04:00:00","BZN|SE3","Without Sequence","12.65","",""
"02/03/2023 04:00:00 - 02/03/2023 05:00:00","BZN|SE3","Without Sequence","17.49","",""
"02/03/2023 05:00:00 - 02/03/2023 06:00:00","BZN|SE3","Without Sequence","22.05","",""
"02/03/2023 06:00:00 - 02/03/2023 07:00:00","BZN|SE3","Without Sequence","23.84","",""
"02/03/2023 07:00:00 - 02/03/2023 08:00:00","BZN|SE3","Without Sequence","39.92","",""
"02/03/2023 08:00:00 - 02/03/2023 09:00:00","BZN|SE3","Without Sequence","60.99","",""
"02/03/2023 09:00:00 - 02/03/2023 10:00:00","BZN|SE3","Without Sequence","32.99","",""
"02/03/2023 10:00:00 - 02/03/2023 11:00:00","BZN|SE3","Without Sequence","25.28","",""
"02/03/2023 11:00:00 - 02/03/2023 12:00:00","BZN|SE3","Without Sequence","24.21","",""
"02/03/2023 12:00:00 - 02/03/2023 13:00:00","BZN|SE3","Without Sequence","23.78","",""
"02/03/2023 13:00:00 - 02/03/2023 14:00:00","BZN|SE3","Without Sequence","23.55","",""
"02/03/2023 14:00:00 - 02/03/2023 15:00:00","BZN|SE3","Without Sequence","23.19","",""
"02/03/2023 15:00:00 - 02/03/2023 16:00:00","BZN|SE3","Without Sequence","22.64","",""
"02/03/2023 16:00:00 - 02/03/2023 17:00:00","BZN|SE3","Without Sequence","22.76","",""
"02/03/2023 17:00:00 - 02/03/2023 18:00:00","BZN|SE3","Without Sequence","23.47","",""
"02/03/2023 18:00:00 - 02/03/2023 19:00:00","BZN|SE3","Without Sequence","23.59","",""
"02/03/2023 19:00:00 - 02/03/2023 20:00:00","BZN|SE3","Without Sequence","23.63","",""
"02/03/2023 20:00:00 - 02/03/2023 21:00:00","BZN|SE3","Without Sequence","22.77","",""
"02/03/2023 21:00:00 - 02/03/2023 22:00:00","BZN|SE3","Without Sequence","23.32","",""
"02/03/2023 22:00:00 - 02/03/2023 23:00:00","BZN|SE3","Without Sequence","23.00","",""
"02/03/2023 23:00:00 - 03/03/2023 00:00:00","BZN|SE3","Without Sequence","22.54","",""
"03/03/2023 00:00:00 - 03/03/2023 01:00:00","BZN|SE3","Without Sequence","21.53","",""
"03/03/2023 01:00:00 - 03/03/2023 02:00:00","BZN|SE3","Without Sequence","21.54","",""
"03/03/2023 02:00:00 - 03/03/2023 03:00:00","BZN|SE3","Without Sequence","22.00","",""
"03/03/2023 03:00:00 - 03/03/2023 04:00:00","BZN|SE3","Without Sequence","22.52","",""
"03/03/2023 04:00:00 - 03/03/2023 05:00:00","BZN|SE3","Without Sequence","23.49","",""
"03/03/2023 05:00:00 - 03/03/2023 06:00:00","BZN|SE3","Without Sequence","26.17","",""
"03/03/2023 06:00:00 - 03/03/2023 07:00:00","BZN|SE3","Without Sequence","63.93","",""
"03/03/2023 07:00:00 - 03/03/2023 08:00:00","BZN|SE3","Without Sequence","115.77","",""
"03/03/2023 08:00:00 - 03/03/2023 09:00:00","BZN|SE3","Without Sequence","116.93","",""
"03/03/2023 09:00:00 - 03/03/2023 10:00:00","BZN|SE3","Without Sequence","115.98","",""
"03/03/2023 10:00:00 - 03/03/2023 11:00:00","BZN|SE3","Without Sequence","114.38","",""
"03/03/2023 11:00:00 - 03/03/2023 12:00:00","BZN|SE3","Without Sequence","109.08","",""
"03/03/2023 12:00:00 - 03/03/2023 13:00:00","BZN|SE3","Without Sequence","57.00","",""
"03/03/2023 13:00:00 - 03/03/2023 14:00:00","BZN|SE3","Without Sequence","27.07","",""
"03/03/2023 14:00:00 - 03/03/2023 15:00:00","BZN|SE3","Without Sequence","25.32","",""
"03/03/2023 15:00:00 - 03/03/2023 16:00:00","BZN|SE3","Without Sequence","24.57","",""
"03/03/2023 16:00:00 - 03/03/2023 17:00:00","BZN|SE3","Without Sequence","23.97","",""
"03/03/2023 17:00:00 - 03/03/2023 18:00:00","BZN|SE3","Without Sequence","24.75","",""
"03/03/2023 18:00:00 - 03/03/2023 19:00:00","BZN|SE3","Without Sequence","25.47","",""
"03/03/2023 19:00:00 - 03/03/2023 20:00:00","BZN|SE3","Without Sequence","39.93","",""
"03/03/2023 20:00:00 - 03/03/2023 21:00:00","BZN|SE3","Without Sequence","24.27","",""
"03/03/2023 21:00:00 - 03/03/2023 22:00:00","BZN|SE3","Without Sequence","23.17","",""
"03/03/2023 22:00:00 - 03/03/2023 23:00:00","BZN|SE3","Without Sequence","22.37","",""
"03/03/2023 23:00:00 - 04/03/2023 00:00:00","BZN|SE3","Without Sequence","21.56","",""
"04/03/2023 00:00:00 - 04/03/2023 01:00:00","BZN|SE3","Without Sequence","24.81","",""
"04/03/2023 01:00:00 - 04/03/2023 02:00:00","BZN|SE3","Without Sequence","24.71","",""
"04/03/2023 02:00:00 - 04/03/2023 03:00:00","BZN|SE3","Without Sequence","24.17","",""
"04/03/2023 03:00:00 - 04/03/2023 04:00:00","BZN|SE3","Without Sequence","24.74","",""
"04/03/2023 04:00:00 - 04/03/2023 05:00:00","BZN|SE3","Without Sequence","25.56","",""
"04/03/2023 05:00:00 - 04/03/2023 06:00:00","BZN|SE3","Without Sequence","27.64","",""
"04/03/2023 06:00:00 - 04/03/2023 07:00:00","BZN|SE3","Without Sequence","29.70","",""
"04/03/2023 07:00:00 - 04/03/2023 08:00:00","BZN|SE3","Without Sequence","40.40","",""
"04/03/2023 08:00:00 - 04/03/2023 09:00:00","BZN|SE3","Without Sequence","60.00","",""
"04/03/2023 09:00:00 - 04/03/2023 10:00:00","BZN|SE3","Without Sequence","73.94","",""
"04/03/2023 10:00:00 - 04/03/2023 11:00:00","BZN|SE3","Without Sequence","73.94","",""
"04/03/2023 11:00:00 - 04/03/2023 12:00:00","BZN|SE3","Without Sequence","45.01","",""
"04/03/2023 12:00:00 - 04/03/2023 13:00:00","BZN|SE3","Without Sequence","40.92","",""
"04/03/2023 13:00:00 - 04/03/2023 14:00:00","BZN|SE3","Without Sequence","40.60","",""
"04/03/2023 14:00:00 - 04/03/2023 15:00:00","BZN|SE3","Without Sequence","44.86","",""
"04/03/2023 15:00:00 - 04/03/2023 16:00:00","BZN|SE3","Without Sequence","87.06","",""
"04/03/2023 16:00:00 - 04/03/2023 17:00:00","BZN|SE3","Without Sequence","103.59","",""
"04/03/2023 17:00:00 - 04/03/2023 18:00:00","BZN|SE3","Without Sequence","111.42","",""
"04/03/2023 18:00:00 - 04/03/2023 19:00:00","BZN|SE3","Without Sequence","113.86","",""
"04/03/2023 19:00:00 - 04/03/2023 20:00:00","BZN|SE3","Without Sequence","113.61","",""
"04/03/2023 20:00:00 - 04/03/2023 21:00:00","BZN|SE3","Without Sequence","112.07","",""
"04/03/2023 21:00:00 - 04/03/2023 22:00:00","BZN|SE3","Without Sequence","110.66","",""
"04/03/2023 22:00:00 - 04/03/2023 23:00:00","BZN|SE3","Without Sequence","107.93","",""
"04/03/2023 23:00:00 - 05/03/2023 00:00:00","BZN|SE3","Without Sequence","105.81","",""
"05/03/2023 00:00:00 - 05/03/2023 01:00:00","BZN|SE3","Without Sequence","104.87","",""
"05/03/2023 01:00:00 - 05/03/2023 02:00:00","BZN|SE3","Without Sequence","103.08","",""
"05/03/2023 02:00:00 - 05/03/2023 03:00:00","BZN|SE3","Without Sequence","102.10","",""
"05/03/2023 03:00:00 - 05/03/2023 04:00:00","BZN|SE3","Without Sequence","103.99","",""
"05/03/2023 04:00:00 - 05/03/2023 05:00:00","BZN|SE3","Without Sequence","101.23","",""
"05/03/2023 05:00:00 - 05/03/2023 06:00:00","BZN|SE3","Without Sequence","102.12","",""
"05/03/2023 06:00:00 - 05/03/2023 07:00:00","BZN|SE3","Without Sequence","101.46","",""
"05/03/2023 07:00:00 - 05/03/2023 08:00:00","BZN|SE3","Without Sequence","105.78","",""
"05/03/2023 08:00:00 - 05/03/2023 09:00:00","BZN|SE3","Without Sequence","107.72","",""
"05/03/2023 09:00:00 - 05/03/2023 10:00:00","BZN|SE3","Without Sequence","107.73","",""
"05/03/2023 10:00:00 - 05/03/2023 11:00:00","BZN|SE3","Without Sequence","105.18","",""
"05/03/2023 11:00:00 - 05/03/2023 12:00:00","BZN|SE3","Without Sequence","106.80","",""
"05/03/2023 12:00:00 - 05/03/2023 13:00:00","BZN|SE3","Without Sequence","106.83","",""
"05/03/2023 13:00:00 - 05/03/2023 14:00:00","BZN|SE3","Without Sequence","105.14","",""
"05/03/2023 14:00:00 - 05/03/2023 15:00:00","BZN|SE3","Without Sequence","106.80","",""
"05/03/2023 15:00:00 - 05/03/2023 16:00:00","BZN|SE3","Without Sequence","110.59","",""
"05/03/2023 16:00:00 - 05/03/2023 17:00:00","BZN|SE3","Without Sequence","115.36","",""
"05/03/2023 17:00:00 - 05/03/2023 18:00:00","BZN|SE3","Without Sequence","145.14","",""
"05/03/2023 18:00:00 - 05/03/2023 19:00:00","BZN|SE3","Without Sequence","166.47","",""
"05/03/2023 19:00:00 - 05/03/2023 20:00:00","BZN|SE3","Without Sequence","170.14","",""
"05/03/2023 20:00:00 - 05/03/2023 21:00:00","BZN|SE3","Without Sequence","147.67","",""
"05/03/2023 21:00:00 - 05/03/2023 22:00:00","BZN|SE3","Without Sequence","144.99","",""
"05/03/2023 22:00:00 - 05/03/2023 23:00:00","BZN|SE3","Without Sequence","136.97","",""
"05/03/2023 23:00:00 - 06/03/2023 00:00:00","BZN|SE3","Without Sequence","117.72","",""
"06/03/2023 00:00:00 - 06/03/2023 01:00:00","BZN|SE3","Without Sequence","130.60","",""
"06/03/2023 01:00:00 - 06/03/2023 02:00:00","BZN|SE3","Without Sequence","118.52","",""
"06/03/2023 02:00:00 - 06/03/2023 03:00:00","BZN|SE3","Without Sequence","116.81","",""
"06/03/2023 03:00:00 - 06/03/2023 04:00:00","BZN|SE3","Without Sequence","117.60","",""
"06/03/2023 04:00:00 - 06/03/2023 05:00:00","BZN|SE3","Without Sequence","122.41","",""
"06/03/2023 05:00:00 - 06/03/2023 06:00:00","BZN|SE3","Without Sequence","137.44","",""
"06/03/2023 06:00:00 - 06/03/2023 07:00:00","BZN|SE3","Without Sequence","159.80","",""
"06/03/2023 07:00:00 - 06/03/2023 08:00:00","BZN|SE3","Without Sequence","185.00","",""
"06/03/2023 08:00:00 - 06/03/2023 09:00:00","BZN|SE3","Without Sequence","217.09","",""
"06/03/2023 09:00:00 - 06/03/2023 10:00:00","BZN|SE3","Without Sequence","189.99","",""
"06/03/2023 10:00:00 - 06/03/2023 11:00:00","BZN|SE3","Without Sequence","170.26","",""
"06/03/2023 11:00:00 - 06/03/2023 12:00:00","BZN|SE3","Without Sequence","160.84","",""
"06/03/2023 12:00:00 - 06/03/2023 13:00:00","BZN|SE3","Without Sequence","149.92","",""
"06/03/2023 13:00:00 - 06/03/2023 14:00:00","BZN|SE3","Without Sequence","144.95","",""
"06/03/2023 14:00:00 - 06/03/2023 15:00:00","BZN|SE3","Without Sequence","144.30","",""
"06/03/2023 15:00:00 - 06/03/2023 16:00:00","BZN|SE3","Without Sequence","145.78","",""
"06/03/2023 16:00:00 - 06/03/2023 17:00:00","BZN|SE3","Without Sequence","152.00","",""
"06/03/2023 17:00:00 - 06/03/2023 18:00:00","BZN|SE3","Without Sequence","162.03","",""
"06/03/2023 18:00:00 - 06/03/2023 19:00:00","BZN|SE3","Without Sequence","184.87","",""
"06/03/2023 19:00:00 - 06/03/2023 20:00:00","BZN|SE3","Without Sequence","176.81","",""
"06/03/2023 20:00:00 - 06/03/2023 21:00:00","BZN|SE3","Without Sequence","149.99","",""
"06/03/2023 21:00:00 - 06/03/2023 22:00:00","BZN|SE3","Without Sequence","133.60","",""
"06/03/2023 22:00:00 - 06/03/2023 23:00:00","BZN|SE3","Without Sequence","120.65","",""
"06/03/2023 23:00:00 - 07/03/2023 00:00:00","BZN|SE3","Without Sequence","108.58","",""
"07/03/2023 00:00:00 - 07/03/2023 01:00:00","BZN|SE3","Without Sequence","100.95","",""
"07/03/2023 01:00:00 - 07/03/2023 02:00:00","BZN|SE3","Without Sequence","97.09","",""
"07/03/2023 02:00:00 - 07/03/2023 03:00:00","BZN|SE3","Without Sequence","92.91","",""
"07/03/2023 03:00:00 - 07/03/2023 04:00:00","BZN|SE3","Without Sequence","83.93","",""
"07/03/2023 04:00:00 - 07/03/2023 05:00:00","BZN|SE3","Without Sequence","80.45","",""
"07/03/2023 05:00:00 - 07/03/2023 06:00:00","BZN|SE3","Without Sequence","87.68","",""
"07/03/2023 06:00:00 - 07/03/2023 07:00:00","BZN|SE3","Without Sequence","98.71","",""
"07/03/2023 07:00:00 - 07/03/2023 08:00:00","BZN|SE3","Without Sequence","102.55","",""
"07/03/2023 08:00:00 - 07/03/2023 09:00:00","BZN|SE3","Without Sequence","105.59","",""
"07/03/2023 09:00:00 - 07/03/2023 10:00:00","BZN|SE3","Without Sequence","98.45","",""
"07/03/2023 10:00:00 - 07/03/2023 11:00:00","BZN|SE3","Without Sequence","97.30","",""
"07/03/2023 11:00:00 - 07/03/2023 12:00:00","BZN|SE3","Without Sequence","96.90","",""
"07/03/2023 12:00:00 - 07/03/2023 13:00:00","BZN|SE3","Without Sequence","89.91","",""
"07/03/2023 13:00:00 - 07/03/2023 14:00:00","BZN|SE3","Without Sequence","96.17","",""
"07/03/2023 14:00:00 - 07/03/2023 15:00:00","BZN|SE3","Without Sequence","95.07","",""
"07/03/2023 15:00:00 - 07/03/2023 16:00:00","BZN|SE3","Without Sequence","97.60","",""
"07/03/2023 16:00:00 - 07/03/2023 17:00:00","BZN|SE3","Without Sequence","106.60","",""
"07/03/2023 17:00:00 - 07/03/2023 18:00:00","BZN|SE3","Without Sequence","123.40","",""
"07/03/2023 18:00:00 - 07/03/2023 19:00:00","BZN|SE3","Without Sequence","149.49","",""
"07/03/2023 19:00:00 - 07/03/2023 20:00:00","BZN|SE3","Without Sequence","129.23","",""
"07/03/2023 20:00:00 - 07/03/2023 21:00:00","BZN|SE3","Without Sequence","113.35","",""
"07/03/2023 21:00:00 - 07/03/2023 22:00:00","BZN|SE3","Without Sequence","112.39","",""
